iid,age,gender,race,imprace,imprelig,goal,date,go_out,career_c,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
170,28.0,1,4.0,2.0,1.0,1.0,5.0,3.0,4.0,6.0,4.0,16.281628162816283,20.932093209320932,18.601860186018605,18.601860186018605,13.95139513951395,11.631163116311633,17.778222177782222,15.558444155584441,15.558444155584441,17.778222177782222,19.99800019998,13.32866713328667,7.0,8.0,9.0,6.0,8.0,18.6046511627907,16.27906976744186,16.27906976744186,20.930232558139537,11.627906976744185,16.27906976744186,7.0,8.0,8.0,8.0,8.0,2.0,1.0,8.0,8.0,8.0,8.0,5.0,3.0,1.0,9.0,8.0,7.0,8.0,6.0,8.0,4.0,5.0
171,29.0,1,2.0,1.0,1.0,1.0,4.0,2.0,7.0,8.0,4.0,19.56608678264347,10.867826434713056,19.56608678264347,19.56608678264347,19.56608678264347,10.867826434713056,15.216956608678265,15.216956608678265,19.56608678264347,19.56608678264347,19.56608678264347,10.867826434713056,10.0,10.0,10.0,10.0,10.0,19.565217391304348,17.391304347826086,17.391304347826086,17.391304347826086,17.391304347826086,10.869565217391305,7.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,5.0,5.0,5.0,2.0,8.0,9.0,6.0,6.0,9.0,4.0,9.0,7.0,1.0
172,27.0,1,2.0,5.0,7.0,1.0,3.0,1.0,7.0,5.0,4.0,17.778222177782222,17.778222177782222,22.21777822217778,19.99800019998,15.558444155584441,6.669333066693331,17.389999999999997,17.389999999999997,19.57,17.389999999999997,17.389999999999997,10.869999999999997,5.0,6.5,8.0,9.0,9.0,28.125,18.75,12.5,15.625,9.375,15.625,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,4.0,5.0,5.0,6.0,8.0,7.0,4.0,6.0,8.0,8.0,7.0,6.0,3.0
173,22.0,1,2.0,5.0,7.0,1.0,4.0,1.0,2.0,3.0,4.0,18.36816318368163,18.36816318368163,20.40795920407959,20.40795920407959,16.32836716328367,6.11938806119388,14.580000000000002,18.75,18.75,20.83,16.67,10.42,7.0,9.0,9.0,9.0,9.0,19.51219512195122,17.073170731707318,14.634146341463413,19.51219512195122,17.073170731707318,12.195121951219512,7.0,8.0,8.0,8.0,8.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0
174,29.0,0,4.0,1.0,1.0,4.0,5.0,3.0,7.0,5.0,4.0,9.51904809519048,23.80761923807619,16.668333166683333,16.668333166683333,16.668333166683333,16.668333166683333,17.071707170717072,17.071707170717072,14.63146314631463,19.51195119511951,12.201220122012199,19.51195119511951,9.0,10.0,8.0,8.0,6.0,18.6046511627907,18.6046511627907,13.953488372093023,18.6046511627907,11.627906976744185,18.6046511627907,7.0,8.0,8.0,8.0,8.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0
175,23.0,0,6.0,5.0,8.0,2.0,3.0,1.0,7.0,7.0,4.0,12.238776122387762,20.407959204079596,16.328367163283673,14.288571142885711,20.407959204079596,16.328367163283673,22.22,11.11,13.33,20.0,17.78,15.560000000000002,7.0,10.0,8.0,8.0,9.0,23.809523809523807,11.904761904761903,14.285714285714285,16.666666666666664,19.047619047619047,14.285714285714285,7.0,8.0,8.0,8.0,8.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0
176,28.0,0,4.0,10.0,1.0,2.0,6.0,3.0,7.0,7.0,4.0,13.04,21.74,19.57,17.39,15.22,13.04,18.75,18.75,16.67,18.75,12.5,14.580000000000002,6.0,9.0,8.0,7.0,6.0,17.391304347826086,19.565217391304348,17.391304347826086,17.391304347826086,15.217391304347828,13.043478260869565,7.0,8.0,8.0,8.0,8.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0
177,22.0,0,2.0,8.0,3.0,2.0,5.0,2.0,7.0,6.0,4.0,15.091509150915089,16.98169816981698,16.98169816981698,16.98169816981698,18.871887188718873,15.091509150915089,25.0,15.0,15.0,17.5,12.5,15.0,9.0,9.0,9.0,8.0,9.0,25.0,17.5,12.5,15.0,15.0,15.0,7.0,8.0,8.0,8.0,8.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0
178,34.0,0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,5.0,4.0,15.22,17.39,17.39,17.39,15.22,17.39,22.73227322732273,11.36113611361136,11.36113611361136,18.18181818181818,18.18181818181818,18.18181818181818,9.0,9.0,8.0,7.0,7.0,20.930232558139537,11.627906976744185,16.27906976744186,20.930232558139537,11.627906976744185,18.6046511627907,7.0,8.0,8.0,8.0,8.0,3.0,4.0,7.0,9.0,8.0,8.0,8.0,2.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0
179,30.0,0,3.0,5.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,19.148085191480853,21.277872212778725,17.018298170182984,17.018298170182984,12.768723127687231,12.768723127687231,22.73,13.639999999999999,18.18,22.73,11.36,11.36,8.0,10.0,8.0,6.0,10.0,14.893617021276595,21.27659574468085,17.02127659574468,14.893617021276595,12.76595744680851,19.148936170212767,7.0,8.0,8.0,8.0,8.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0
180,24.0,0,4.0,2.0,2.0,6.0,4.0,2.0,7.0,6.0,4.0,15.380000000000003,17.31,17.31,19.23,13.459999999999999,17.31,18.6,18.6,11.63,23.26,11.63,16.28,9.0,9.0,9.0,10.0,9.0,19.51219512195122,19.51219512195122,14.634146341463413,17.073170731707318,12.195121951219512,17.073170731707318,7.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0
181,22.0,0,1.0,7.0,8.0,1.0,5.0,5.0,2.0,4.0,4.0,15.380000000000003,19.23,19.23,17.31,17.31,11.54,18.869999999999997,11.319999999999999,16.979999999999997,18.869999999999997,16.979999999999997,16.979999999999997,9.0,9.0,9.0,9.0,9.0,18.867924528301888,13.20754716981132,13.20754716981132,18.867924528301888,16.9811320754717,18.867924528301888,7.0,8.0,8.0,8.0,8.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0
182,22.0,0,1.0,7.0,5.0,1.0,4.0,3.0,4.0,6.0,4.0,16.06839316068393,17.85821417858214,17.85821417858214,17.85821417858214,17.85821417858214,12.4987501249875,19.231923192319233,15.381538153815383,15.381538153815383,17.311731173117312,15.381538153815383,17.311731173117312,8.0,8.0,8.0,8.0,10.0,22.22222222222222,13.333333333333334,20.0,17.77777777777778,17.77777777777778,8.88888888888889,7.0,8.0,8.0,8.0,8.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0
183,24.0,0,2.0,1.0,1.0,1.0,7.0,3.0,6.0,5.0,4.0,20.0,22.5,17.5,22.5,10.0,7.5,23.682368236823688,21.05210521052106,13.161316131613162,23.682368236823688,15.791579157915795,2.6302630263026305,9.0,7.0,9.0,9.0,7.0,13.333333333333334,20.0,20.0,17.77777777777778,15.555555555555555,13.333333333333334,7.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0
184,34.0,1,2.0,1.0,1.0,2.0,4.0,2.0,7.0,9.0,4.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,6.0,10.0,9.0,7.0,5.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,7.0,8.0,8.0,8.0,8.0,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0
185,25.0,1,4.0,3.0,4.0,1.0,7.0,4.0,6.0,6.0,4.0,16.98169816981698,15.091509150915089,16.98169816981698,16.98169816981698,18.871887188718873,15.091509150915089,16.359999999999996,18.179999999999996,14.549999999999999,18.179999999999996,18.179999999999996,14.549999999999999,10.0,10.0,8.0,7.0,8.0,14.285714285714285,17.857142857142858,17.857142857142858,17.857142857142858,17.857142857142858,14.285714285714285,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0
186,24.0,1,4.0,4.0,3.0,1.0,7.0,3.0,2.0,7.0,4.0,19.44194419441944,19.44194419441944,22.222222222222218,16.671667166716674,11.111111111111109,11.111111111111109,15.79,13.16,21.05,18.42,21.05,10.53,4.0,8.0,7.0,4.0,6.0,20.0,11.428571428571429,17.142857142857142,22.857142857142858,17.142857142857142,11.428571428571429,7.0,8.0,8.0,8.0,8.0,5.0,1.0,4.0,9.0,5.0,3.0,6.0,1.0,1.0,6.0,7.0,4.0,7.0,8.0,8.0,6.0,3.0
187,26.0,1,2.0,10.0,5.0,2.0,4.0,1.0,7.0,6.0,4.0,16.979999999999997,16.979999999999997,18.869999999999997,16.979999999999997,13.209999999999999,16.979999999999997,15.09,18.87,15.09,18.87,18.87,13.209999999999999,8.0,9.0,10.0,7.0,7.0,25.64102564102564,15.384615384615385,15.384615384615385,25.64102564102564,5.128205128205128,12.82051282051282,7.0,8.0,8.0,8.0,8.0,3.0,5.0,10.0,5.0,10.0,10.0,1.0,2.0,1.0,10.0,5.0,8.0,8.0,10.0,10.0,1.0,1.0
188,21.0,1,2.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,4.0,15.558444155584441,11.10888911108889,22.21777822217778,15.558444155584441,19.99800019998,15.558444155584441,14.287142571485706,14.287142571485706,19.046190761847633,19.046190761847633,19.046190761847633,14.287142571485706,7.0,6.5,10.0,7.0,10.0,19.565217391304348,15.217391304347828,15.217391304347828,15.217391304347828,15.217391304347828,19.565217391304348,7.0,8.0,8.0,8.0,8.0,2.0,1.0,5.0,10.0,8.0,8.0,5.0,7.0,5.0,7.0,3.0,5.0,5.0,5.0,7.0,7.0,3.0
189,27.0,1,6.0,6.0,1.0,1.0,6.0,2.0,9.0,5.0,4.0,16.98169816981698,16.98169816981698,16.98169816981698,16.98169816981698,16.98169816981698,15.091509150915089,16.98169816981698,16.98169816981698,16.98169816981698,16.98169816981698,16.98169816981698,15.091509150915089,8.0,8.0,8.0,8.0,9.0,20.0,15.555555555555555,15.555555555555555,17.77777777777778,15.555555555555555,15.555555555555555,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,5.0,7.0,9.0,7.0,8.0,4.0,7.0
190,25.0,1,2.0,1.0,1.0,2.0,7.0,3.0,9.0,8.0,4.0,15.560000000000002,20.0,20.0,20.0,13.33,11.11,12.770000000000001,19.15,19.15,19.15,14.89,14.89,7.0,7.0,7.0,7.0,7.0,18.75,14.583333333333334,16.666666666666664,18.75,16.666666666666664,14.583333333333334,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,4.0,2.625,2.0,6.0,5.0,9.0,8.0,2.0,4.0,7.0,9.0,10.0,3.0,1.0
191,28.0,1,2.0,6.0,1.0,5.0,4.0,2.0,7.0,4.0,4.0,20.454090818163632,20.454090818163632,20.454090818163632,18.18363672734547,18.18363672734547,2.2704540908181636,9.090909090909092,20.452045204520452,18.181818181818183,15.911591159115911,20.452045204520452,15.911591159115911,7.0,7.0,7.0,6.0,8.0,22.857142857142858,20.0,17.142857142857142,14.285714285714285,11.428571428571429,14.285714285714285,7.0,8.0,8.0,8.0,8.0,8.0,1.0,7.0,8.0,6.0,6.0,6.0,1.0,8.0,7.0,3.0,4.0,8.0,4.0,7.0,1.0,7.0
192,24.0,1,2.0,2.0,7.0,1.0,6.0,2.0,7.0,4.0,4.0,19.568043195680435,19.568043195680435,15.218478152184783,17.38826117388261,15.218478152184783,13.038696130386962,14.000000000000002,18.0,14.000000000000002,20.0,18.0,16.0,7.0,10.0,9.0,9.0,10.0,23.684210526315788,15.789473684210526,13.157894736842104,21.052631578947366,10.526315789473683,15.789473684210526,7.0,8.0,8.0,8.0,8.0,7.0,5.0,7.0,7.0,3.0,2.0,6.0,8.0,7.0,9.0,6.0,3.0,6.0,7.0,8.0,4.0,5.0
193,25.0,1,4.0,2.0,2.0,1.0,6.0,2.0,1.0,4.0,4.0,20.927907209279073,16.278372162783725,23.257674232576747,16.278372162783725,11.628837116288373,11.628837116288373,26.31736826317368,13.15868413158684,13.15868413158684,26.31736826317368,13.15868413158684,7.889211078892109,7.0,9.0,10.0,5.0,7.0,28.57142857142857,14.285714285714285,14.285714285714285,20.0,14.285714285714285,8.571428571428571,7.0,8.0,8.0,8.0,8.0,8.0,10.0,7.0,9.0,9.0,8.0,1.0,1.0,4.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,5.0
194,24.0,0,2.0,9.0,9.0,3.0,3.0,2.0,3.0,7.0,4.0,16.0,16.0,20.0,16.0,18.0,14.000000000000002,20.0,12.0,16.0,20.0,14.000000000000002,18.0,9.0,10.0,10.0,8.0,10.0,20.0,14.000000000000002,16.0,18.0,14.000000000000002,18.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0
195,27.0,0,2.0,3.0,9.0,1.0,2.0,1.0,2.0,8.0,4.0,15.38153815381538,19.23192319231923,19.23192319231923,19.23192319231923,13.46134613461346,13.46134613461346,22.73,15.909999999999998,18.18,18.18,11.36,13.639999999999999,9.0,8.0,10.0,10.0,8.0,14.000000000000002,18.0,14.000000000000002,18.0,20.0,16.0,7.0,8.0,8.0,8.0,8.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0
196,25.0,0,4.0,1.0,6.0,1.0,1.0,1.0,2.0,6.0,4.0,17.646470705858828,17.646470705858828,17.646470705858828,15.686862627474504,15.686862627474504,15.686862627474504,18.75,18.75,16.67,16.67,14.580000000000002,14.580000000000002,9.0,9.0,9.0,9.0,9.0,18.181818181818183,18.181818181818183,15.909090909090908,15.909090909090908,15.909090909090908,15.909090909090908,7.0,8.0,8.0,8.0,8.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0
197,24.0,0,6.0,2.0,1.0,1.0,4.0,3.0,7.0,3.0,4.0,14.000000000000002,18.0,20.0,18.0,16.0,14.000000000000002,23.807619238076192,14.288571142885711,19.048095190480954,16.668333166683336,14.288571142885711,11.898810118988102,7.0,8.0,9.0,9.0,7.0,19.565217391304348,13.043478260869565,19.565217391304348,19.565217391304348,15.217391304347828,13.043478260869565,7.0,8.0,8.0,8.0,8.0,6.0,1.0,4.0,10.0,8.0,8.0,4.0,7.0,5.0,9.0,6.0,5.0,10.0,8.0,10.0,7.0,3.0
198,23.0,0,4.0,8.0,5.0,2.0,2.0,3.0,7.0,6.0,4.0,15.379999999999999,19.229999999999997,17.31,19.229999999999997,9.619999999999997,19.229999999999997,25.642564256425644,17.951795179517948,12.821282128212822,15.38153815381538,15.38153815381538,12.821282128212822,7.0,9.0,9.0,7.0,7.0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,7.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,9.0,8.0,8.0,9.0,5.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,10.0,4.0
199,30.0,0,2.0,2.0,1.0,4.0,5.0,3.0,2.0,4.0,4.0,17.5,17.5,20.0,12.5,20.0,12.5,31.24375124975005,15.626874625074985,9.378124375124976,18.74625074985003,9.378124375124976,15.626874625074985,9.0,7.0,9.0,7.0,9.0,16.216216216216218,13.513513513513514,18.91891891891892,16.216216216216218,18.91891891891892,16.216216216216218,7.0,8.0,8.0,8.0,8.0,8.0,3.0,10.0,10.0,10.0,10.0,1.0,1.0,7.0,10.0,4.0,7.0,8.0,3.0,5.0,7.0,1.0
200,25.0,0,2.0,1.0,1.0,1.0,7.0,2.0,9.0,5.0,4.0,13.209999999999999,18.869999999999997,18.869999999999997,16.979999999999997,16.979999999999997,15.089999999999998,17.021702170217022,14.891489148914893,14.891489148914893,19.15191519151915,17.021702170217022,17.021702170217022,8.0,10.0,8.0,8.0,8.0,17.02127659574468,14.893617021276595,14.893617021276595,17.02127659574468,19.148936170212767,17.02127659574468,7.0,8.0,8.0,8.0,8.0,10.0,3.0,9.0,8.0,7.0,7.0,10.0,3.0,6.0,8.0,1.0,8.0,8.0,9.0,10.0,3.0,4.0
201,25.0,0,2.0,8.0,8.0,1.0,4.0,2.0,7.0,2.0,4.0,15.380000000000003,17.31,17.31,17.31,17.31,15.380000000000003,25.71,17.14,14.29,22.86,8.57,11.43,7.0,8.0,9.0,9.0,8.0,15.217391304347828,19.565217391304348,15.217391304347828,17.391304347826086,17.391304347826086,15.217391304347828,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0
202,22.0,0,2.0,8.0,5.0,2.0,6.0,2.0,2.0,3.0,4.0,15.38153815381538,19.23192319231923,19.23192319231923,19.23192319231923,15.38153815381538,11.541154115411539,21.42785721427857,16.668333166683333,9.51904809519048,21.42785721427857,14.288571142885708,16.668333166683333,7.0,10.0,10.0,9.0,8.0,17.391304347826086,19.565217391304348,13.043478260869565,19.565217391304348,19.565217391304348,10.869565217391305,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,6.0,4.0,4.0,1.0,6.0,8.0,7.0,7.0,9.0,6.0,7.0,7.0,1.0
203,22.0,0,2.0,4.0,10.0,6.0,6.0,2.0,2.0,3.0,4.0,16.0,20.0,18.0,20.0,18.0,8.0,23.68,18.42,10.53,18.42,13.16,15.79,9.0,8.0,10.0,9.0,7.0,15.0,22.5,17.5,15.0,20.0,10.0,7.0,8.0,8.0,8.0,8.0,3.0,1.0,8.0,6.0,4.0,2.0,2.0,1.0,6.0,7.0,10.0,6.0,8.0,3.0,7.0,9.0,2.0
204,26.0,0,2.0,8.0,6.0,3.0,5.0,1.0,7.0,4.0,4.0,19.606078784243152,15.686862627474504,17.646470705858828,15.686862627474504,17.646470705858828,13.727254549090183,31.24375124975005,9.378124375124976,9.378124375124976,27.5,3.129374125174965,15.626874625074985,9.0,6.5,10.0,9.0,10.0,21.62162162162162,13.513513513513514,18.91891891891892,18.91891891891892,13.513513513513514,13.513513513513514,7.0,8.0,8.0,8.0,8.0,10.0,5.0,9.0,9.0,10.0,10.0,3.0,1.0,9.0,8.0,4.0,5.0,5.0,3.0,8.0,10.0,7.0
205,23.0,0,2.0,5.0,5.0,1.0,7.0,1.0,2.0,5.0,4.0,15.380000000000003,17.31,19.23,19.23,11.54,17.31,21.43,11.9,11.9,19.05,19.05,16.67,7.0,8.0,10.0,9.0,5.0,20.408163265306122,14.285714285714285,14.285714285714285,18.367346938775512,14.285714285714285,18.367346938775512,7.0,8.0,8.0,8.0,8.0,8.0,2.0,6.0,8.0,6.0,6.0,7.0,2.0,6.0,9.0,3.0,3.0,8.0,5.0,6.0,3.0,5.0
206,31.0,0,1.0,2.0,2.0,1.0,5.0,1.0,9.0,6.0,4.0,14.580000000000002,16.67,20.83,18.75,16.67,12.5,18.0,16.0,18.0,20.0,16.0,12.0,8.0,8.0,8.0,8.0,8.0,17.647058823529413,13.725490196078432,15.686274509803921,19.607843137254903,15.686274509803921,17.647058823529413,7.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,9.0,7.0,7.0,7.0,7.0,9.0,9.0,5.0,7.0,7.0,7.0,9.0,5.0,7.0
207,23.0,0,2.0,9.0,5.0,1.0,3.0,1.0,1.0,6.0,4.0,17.31,13.459999999999999,17.31,19.23,19.23,13.459999999999999,18.366326734653068,16.326734653069384,16.326734653069384,18.366326734653068,16.326734653069384,14.2871425714857,8.0,8.0,8.0,10.0,9.0,17.647058823529413,17.647058823529413,17.647058823529413,19.607843137254903,13.725490196078432,13.725490196078432,7.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,7.0,5.0,5.0,2.0,3.0,4.0,4.0,7.0,7.0,6.0,5.0,7.0,9.0,6.0
208,25.0,0,1.0,2.0,1.0,2.0,4.0,3.0,7.0,5.0,4.0,11.539999999999997,13.459999999999999,19.229999999999997,19.229999999999997,19.229999999999997,17.31,23.259999999999998,16.28,13.95,16.28,13.95,16.28,9.0,10.0,10.0,10.0,10.0,20.454545454545457,15.909090909090908,13.636363636363635,18.181818181818183,15.909090909090908,15.909090909090908,7.0,8.0,8.0,8.0,8.0,9.0,7.0,7.0,9.0,10.0,10.0,10.0,5.0,8.0,8.0,5.0,7.0,9.0,10.0,10.0,9.0,8.0
209,28.0,0,1.0,7.0,3.0,3.0,6.0,2.0,7.0,7.0,4.0,13.04,21.74,17.39,17.39,15.22,15.22,20.93418683736747,13.95279055811162,13.95279055811162,18.603720744148827,13.95279055811162,18.603720744148827,7.0,9.0,7.0,8.0,8.0,15.555555555555555,15.555555555555555,17.77777777777778,15.555555555555555,17.77777777777778,17.77777777777778,7.0,8.0,8.0,8.0,8.0,3.0,2.0,6.0,8.0,5.0,5.0,6.0,8.0,8.0,4.0,6.0,7.0,8.0,7.0,10.0,3.0,3.0
210,29.0,0,2.0,10.0,4.0,2.0,6.0,3.0,2.0,5.0,4.0,19.99800019998,15.558444155584441,19.99800019998,15.558444155584441,11.10888911108889,17.778222177782222,25.0,22.22,13.889999999999999,13.889999999999999,2.78,22.22,8.0,8.0,9.0,6.0,9.0,21.428571428571427,19.047619047619047,9.523809523809524,19.047619047619047,9.523809523809524,21.428571428571427,7.0,8.0,8.0,8.0,8.0,9.0,3.0,9.0,8.0,9.0,9.0,9.0,1.0,2.0,9.0,5.0,7.0,7.0,7.0,7.0,5.0,1.0
211,28.0,0,2.0,9.0,1.0,2.0,4.0,1.0,9.0,5.0,4.0,16.36163616361636,16.36163616361636,18.181818181818183,18.181818181818183,16.36163616361636,14.551455145514552,16.0,16.0,18.0,20.0,14.000000000000002,16.0,7.0,9.0,9.0,9.0,9.0,15.686274509803921,15.686274509803921,19.607843137254903,19.607843137254903,15.686274509803921,13.725490196078432,7.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,5.0,8.0,1.0,9.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0
212,27.0,0,3.0,3.0,6.0,1.0,5.0,2.0,7.0,5.0,4.0,14.2871425714857,18.366326734653068,18.366326734653068,16.326734653069384,18.366326734653068,14.2871425714857,22.5,15.0,15.0,22.5,12.5,12.5,7.0,9.0,8.0,7.0,9.0,21.428571428571427,14.285714285714285,14.285714285714285,21.428571428571427,14.285714285714285,14.285714285714285,7.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,3.0
213,25.0,0,3.0,9.0,10.0,2.0,4.0,2.0,7.0,7.0,4.0,15.52,17.24,17.24,17.24,17.24,15.52,18.18,18.18,16.36,18.18,14.550000000000002,14.550000000000002,8.0,10.0,9.0,9.0,9.0,15.517241379310345,17.24137931034483,17.24137931034483,17.24137931034483,17.24137931034483,15.517241379310345,7.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,10.0,10.0,8.0,9.0,8.0,5.0
214,23.0,1,2.0,6.0,8.0,1.0,6.0,2.0,2.0,6.0,4.0,17.02,21.28,17.02,21.28,14.89,8.51,14.580000000000002,20.83,16.67,18.75,16.67,12.5,8.0,10.0,9.0,10.0,8.0,24.390243902439025,17.073170731707318,17.073170731707318,19.51219512195122,14.634146341463413,7.317073170731707,7.0,8.0,8.0,8.0,8.0,9.0,3.0,10.0,8.0,6.0,7.0,7.0,4.0,7.0,4.0,1.0,9.0,6.0,4.0,6.0,7.0,1.0
215,26.0,1,4.0,3.0,1.0,1.0,4.0,1.0,7.0,7.0,4.0,14.89,19.15,21.28,19.15,14.89,10.64,11.628837116288373,23.257674232576747,16.278372162783725,20.927907209279073,11.628837116288373,16.278372162783725,7.0,8.0,9.0,9.0,9.0,21.73913043478261,19.565217391304348,13.043478260869565,21.73913043478261,6.521739130434782,17.391304347826086,7.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.375,7.0,9.0,2.0
216,27.0,1,2.0,7.0,1.0,2.0,5.0,3.0,7.0,6.0,4.0,7.5,17.5,20.0,22.5,12.5,20.0,19.57,17.39,15.22,17.39,17.39,13.04,5.0,10.0,9.0,9.0,10.0,20.0,12.0,12.0,20.0,20.0,16.0,7.0,8.0,8.0,8.0,8.0,2.0,1.0,2.0,7.0,7.0,5.0,3.0,5.0,1.0,12.0,6.0,6.0,7.0,6.0,5.0,2.0,1.0
217,26.0,1,2.0,8.0,1.0,5.0,4.0,2.0,2.0,3.0,4.0,21.277872212778725,17.018298170182984,21.277872212778725,12.768723127687231,6.3793620637936215,21.277872212778725,12.238776122387762,20.407959204079596,20.407959204079596,16.328367163283673,16.328367163283673,14.288571142885711,7.0,10.0,10.0,7.0,10.0,29.411764705882355,11.76470588235294,23.52941176470588,20.588235294117645,2.941176470588235,11.76470588235294,7.0,8.0,8.0,8.0,8.0,1.0,2.0,8.0,7.0,8.0,8.0,10.0,1.0,2.0,10.0,4.0,8.0,6.0,10.0,10.0,1.0,7.0
218,24.0,1,2.0,9.0,5.0,1.0,4.0,2.0,2.0,3.0,4.0,20.51,7.316911617676465,23.08,12.82,17.95,20.51,17.38826117388261,19.568043195680435,15.218478152184783,19.568043195680435,15.218478152184783,13.038696130386962,7.0,6.5,10.0,4.0,10.0,37.03703703703704,18.51851851851852,7.4074074074074066,14.814814814814813,7.4074074074074066,14.814814814814813,7.0,8.0,8.0,8.0,8.0,9.0,3.0,5.0,7.0,9.0,10.0,7.0,3.0,7.0,5.0,1.0,5.0,7.0,8.0,8.0,6.0,1.0
219,26.0,1,2.0,1.0,1.0,1.0,3.0,2.0,7.0,7.0,4.0,16.28,16.28,18.6,16.28,16.28,16.28,20.0,12.5,15.0,17.5,17.5,17.5,7.0,7.0,9.0,6.0,6.0,18.181818181818183,11.363636363636363,18.181818181818183,20.454545454545457,13.636363636363635,18.181818181818183,7.0,8.0,8.0,8.0,8.0,8.0,2.0,7.0,7.0,7.0,8.0,3.0,3.0,6.0,7.0,2.0,6.0,7.0,7.0,10.0,3.0,10.0
